|name|,|id_str|,|text|,|created_at|,|place|
|MLP_officiel|,|672315305016877056|,|"Nous continuons à accueillir des migrants malgré le danger d'infiltration djihadiste." #E1Matin|,|2015-12-03 07:23:54|,||
|MLP_officiel|,|672315147822698496|,|"Les frontières sont fermées pour quelques semaines, et ne le sont pas définitivement." #E1Matin|,|2015-12-03 07:23:16|,||
|MLP_officiel|,|672315054918926336|,|"Malheureusement, le gouvernement socialiste, lorsqu'il est sur la bonne voie, s'arrête à mi-chemin." #E1Matin|,|2015-12-03 07:22:54|,||
|MLP_officiel|,|672314810319638528|,|"@Marion_M_Le_Pen fait une belle campagne, comme l'ensemble de nos candidats, et je me réjouirais de sa victoire." #E1Matin|,|2015-12-03 07:21:56|,||
|MLP_officiel|,|672314655310807040|,|"Des consignes sont données aux policiers pour ne pas mettre d'amendes aux femmes portant la burka, pour éviter les problèmes." #E1Matin|,|2015-12-03 07:21:19|,||
|MLP_officiel|,|672314470551670784|,|"Il y a un grand danger du fondamentalisme islamiste que je ne confonds pas avec les musulmans." #E1Matin|,|2015-12-03 07:20:35|,||
|MLP_officiel|,|672313869872812032|,|"Dans les marchés publics de la région, ce sont les entreprises locales et l'emploi local qui doivent être privilégiés." #E1Matin|,|2015-12-03 07:18:12|,||
|MLP_officiel|,|672313713374965760|,|"Il n'y aura pas de notre part de gestion clanique, contrairement à ce que font les socialistes." #E1Matin|,|2015-12-03 07:17:34|,||
|MLP_officiel|,|672313585159249920|,|"Nous sommes impatients de montrer ce que nous sommes capables de faire dans les régions." #E1Matin|,|2015-12-03 07:17:04|,||
|MLP_officiel|,|672313096774512640|,|"@NicolasSarkozy ne dit pas qu'il ne souhaite pas que le Parti socialiste se retire à son service !" #E1Matin|,|2015-12-03 07:15:07|,||
|MLP_officiel|,|672312978855825408|,|"L'UMP et le PS vont-ils se fusionner ? Se retirer l'un pour l'autre ?" #E1Matin|,|2015-12-03 07:14:39|,||
|MLP_officiel|,|672312781606141952|,|"Je sens une véritable poussée, une vraie dynamique." #E1Matin|,|2015-12-03 07:13:52|,||
|MLP_officiel|,|672304549575720960|,|RT @bastienhugues: A propos de la sortie de @MLP_officiel, il faut lire le tweet qui précède celui qui fait polémique ce soir... https://t.…|,|2015-12-03 06:41:10|,||
|MLP_officiel|,|672296791619084288|,|RT : Sur @BFMTV, @apollineWakeUp commente un discours qu'elle n'a manifestement pas écouté ! MLP https://t.co/2uakFrXiut|,|2015-12-03 06:10:20|,||
|MLP_officiel|,|672191214217773057|,|"Il faut une nouvelle équipe, une nouvelle vision, une nouvelle énergie pour la région #NPDCP." @F3nord @F3Picardie|,|2015-12-02 23:10:48|,||
|MLP_officiel|,|672191122614190084|,|"L'alternance est fondamentale. Ca fait 42 ans que les socialo-communistes dirigent la région." @F3nord @F3Picardie|,|2015-12-02 23:10:26|,||
|MLP_officiel|,|672190769067925506|,|"Xavier Bertrand espère le retrait du PS Pierre de Saintignon." @F3nord @F3Picardie|,|2015-12-02 23:09:02|,||
|MLP_officiel|,|672190612335173633|,|"La vraie question : est-ce que le PS va se désister pour Xavier Bertrand ? Il l'espère !" @F3nord @F3Picardie|,|2015-12-02 23:08:25|,||
|MLP_officiel|,|672190359628328961|,|"Comme à Hénin-Beaumont, tout ira bien si nous dirigeons la région Nord-Pas-de-Calais-Picardie." @F3nord @F3Picardie|,|2015-12-02 23:07:25|,||
|MLP_officiel|,|672190074293981184|,|"Le siège social du groupe @lavoixdunord est au Luxembourg." @F3nord @F3Picardie|,|2015-12-02 23:06:17|,||
|MLP_officiel|,|672189186808614913|,|"Il y a 1 million de pauvres dans la région. Je défends d'abord les miens, avant d'aider les autres !" @F3nord @F3Picardie|,|2015-12-02 23:02:45|,||
|MLP_officiel|,|672188337353043969|,|"L'UMP @NatachaBouchart va expulser une Calaisienne de son domicile parce qu'elle habite à côté des migrants !" @F3nord @F3Picardie|,|2015-12-02 22:59:22|,||
|MLP_officiel|,|672188006497955840|,|"Le port de #Calais est entrain de s'effondrer, notamment à cause de l'afflux de #migrants." @F3nord @F3Picardie|,|2015-12-02 22:58:04|,||
|MLP_officiel|,|672187945235963904|,|"Il faut arrêter les flux migratoires. Ceux que nous accueillons, nous aurons l'obligation de les entretenir." @F3nord @F3Picardie|,|2015-12-02 22:57:49|,||
|MLP_officiel|,|672187836737589249|,|"Les migrants sont accueillis dans de nombreuses villes UMP et PS qui se sont portées candidates." @F3nord @F3Picardie|,|2015-12-02 22:57:23|,||
|MLP_officiel|,|672187224247652353|,|"En matière de culture, je m'opposerai aux délires communautaristes." @F3nord @F3Picardie|,|2015-12-02 22:54:57|,||
|MLP_officiel|,|672187160418721792|,|"Je m'oppose à la subvention à Miss Burka, votée par l'UMP et le PS." @F3nord @F3Picardie|,|2015-12-02 22:54:42|,||
|MLP_officiel|,|672187071977693185|,|"Pour moi, la culture ne doit pas permettre la subvention aux copains ou le soutien au parisianisme." @F3nord @F3Picardie|,|2015-12-02 22:54:21|,||
|MLP_officiel|,|672184887940677640|,|"Sur les économies d'énergie, il faut mettre le paquet sur l'isolation des maisons." @F3nord @F3Picardie|,|2015-12-02 22:45:40|,||
|MLP_officiel|,|672184750497513472|,|"Sur les énergies renouvelables, la région a fait du saupoudrage." @F3nord @F3Picardie|,|2015-12-02 22:45:07|,||
|MLP_officiel|,|672180351779885057|,|"La @SNCF se moque de la région #NPDCP depuis des années. Le billet TGV est le plus cher de France." @F3nord @F3Picardie|,|2015-12-02 22:27:39|,||
|MLP_officiel|,|672178693717024768|,|"Les artisans sont étouffés par le RSI de @xavierbertrand." @F3nord @F3Picardie|,|2015-12-02 22:21:03|,||
|MLP_officiel|,|672178604453793796|,|"Je souhaite faire de la région une région phare des métiers d'art. Nous souhaitons une université des métiers d'art." @F3nord @F3Picardie|,|2015-12-02 22:20:42|,||
|MLP_officiel|,|672178502423191552|,|"La région a comme objectif de soutenir l'innovation, dans l'agrochimie et la plasturgie par exemple." @F3nord @F3Picardie|,|2015-12-02 22:20:18|,||
|MLP_officiel|,|672178411255824385|,|"La région est la victime d'un modèle économique à bout de souffle, celui de la concurrence internationale déloyale." @F3nord @F3Picardie|,|2015-12-02 22:19:56|,||
|MLP_officiel|,|672177191623503872|,|"Il faut mettre en place un contexte économique favorable au développement des entreprises : elles créent l'emploi." @F3nord @F3Picardie|,|2015-12-02 22:15:05|,||
|MLP_officiel|,|672177099948630017|,|"Il y a une grande part d'entreprises liquidées après 1 an, puis deux ans, dans notre région." @F3nord @F3Picardie|,|2015-12-02 22:14:43|,||
|MLP_officiel|,|672177013176860672|,|"Les socialistes ont l'habitude de l'auto-safisaction." @F3nord @F3Picardie|,|2015-12-02 22:14:23|,||
|MLP_officiel|,|672176246407757824|,|"Je ne suis pas pour l'aide directe aux entreprises, mais pour des avances remboursables par exemple." @F3nord @F3Picardie|,|2015-12-02 22:11:20|,||
|MLP_officiel|,|672176072197304320|,|"Un tiers des entreprises dépose le bilan à cause d'un problème exclusif de trésorerie." @F3nord @F3Picardie|,|2015-12-02 22:10:38|,||
|MLP_officiel|,|672175003236978689|,|"L'UMP et le PS ont voté la directive détachement des travailleurs." @F3nord @F3Picardie|,|2015-12-02 22:06:23|,||
|MLP_officiel|,|672174904394039296|,|"Dans une région frappée par le chômage, c'est une honte d'embaucher des travailleurs détachés à bas coût." @F3nord @F3Picardie|,|2015-12-02 22:06:00|,||
|MLP_officiel|,|672174828225474560|,|"Il y a un problème incontestable de création de richesses dans la région." @F3nord @F3Picardie|,|2015-12-02 22:05:42|,||
|MLP_officiel|,|672173747172999169|,|"Il y a eu un événement dramatique qui nous a tous touchés : les attentats de Paris." @F3nord @F3Picardie|,|2015-12-02 22:01:24|,||
|MLP_officiel|,|672170669128437760|,|Retrouvez-moi dès maintenant sur @F3nord et @F3Picardie pour le débat des régionales en #NPDCP.|,|2015-12-02 21:49:10|,||
|MLP_officiel|,|672152158939308033|,|"Mes amis, en avant pour les victoires, les Français nous attendent. Faites ici de @louis_aliot le président de la Région !" #LRMP|,|2015-12-02 20:35:37|,||
|MLP_officiel|,|672151952332058625|,|"Mes amis, mobilisez-vous jusqu'au bout, ne lâchez rien, allez chercher les indécis." #LRMP|,|2015-12-02 20:34:48|,||
|MLP_officiel|,|672151870752710657|,|"Plus ils s'agitent et vocifèrent, plus ils prouvent que nous sommes les seuls opposants véritables." #LRMP|,|2015-12-02 20:34:28|,||
|MLP_officiel|,|672151184115941376|,|"74% des habitants des villes FN plébiscitent leur gestion." #LRMP|,|2015-12-02 20:31:44|,||
|MLP_officiel|,|672150574889107456|,|"La Caste utilisera tous les moyens, toutes les bassesses, contre nous." #LRMP|,|2015-12-02 20:29:19|,||
